mean_score,mean_score_100,score,mean_reward_100,epsilon,max_loss,avg_q
0.0,0.0,0,-1.0,0.999980002,0,0.05453268438577652
0.0,0.0,0,-1.0,0.9998040196,3.9383139610290527,0.5325912833213806
0.6666666666666666,0.6666666666666666,2,-0.3333333333333333,0.9997240275999999,0.3420580327510834,0.810380756855011
0.5,0.5,0,-0.5,0.999660034,0.4470737874507904,0.8807478547096252
0.4,0.4,0,-0.6,0.9995760424,0.46976083517074585,1.0160154104232788
0.3333333333333333,0.3333333333333333,0,-0.6666666666666666,0.9995480452,0.4959492087364197,1.1600332260131836
0.42857142857142855,0.42857142857142855,1,-0.5714285714285714,0.9994840516000001,0.41221389174461365,1.3902628421783447
0.375,0.375,0,-0.625,0.9994320568,0.21522727608680725,1.5177737474441528
0.4444444444444444,0.4444444444444444,1,-0.5555555555555556,0.9993440656,0.4136063754558563,1.7374355792999268
0.4,0.4,0,-0.6,0.9991680832,0.3686182498931885,2.0474965572357178
0.36363636363636365,0.36363636363636365,0,-0.6363636363636364,0.9991280872,0.20584368705749512,2.2334766387939453
0.3333333333333333,0.3333333333333333,0,-0.6666666666666666,0.999060094,0.3196195065975189,2.60903263092041
0.38461538461538464,0.38461538461538464,1,-0.6153846153846154,0.9989641036,0.4069254398345947,2.6937332153320312
0.35714285714285715,0.35714285714285715,0,-0.6428571428571429,0.9988961104,0.3715362250804901,2.6579854488372803
0.4,0.4,1,-0.6,0.9988641135999999,0.4396067261695862,2.609312057495117
0.375,0.375,0,-0.625,0.9988001200000001,0.18596473336219788,2.5849759578704834
0.35294117647058826,0.35294117647058826,0,-0.6470588235294118,0.9987681232,0.32729193568229675,2.5417964458465576
0.3888888888888889,0.3888888888888889,1,-0.6111111111111112,0.9987161284,0.10030011832714081,2.511460304260254
0.3684210526315789,0.3684210526315789,0,-0.631578947368421,0.9986001400000001,0.17071974277496338,2.5512278079986572
0.35,0.35,0,-0.65,0.9985361464,0.061685916036367416,2.64882230758667
0.3333333333333333,0.3333333333333333,0,-0.6666666666666666,0.9985161483999999,0.11527153104543686,2.691527843475342
0.36363636363636365,0.36363636363636365,1,-0.6363636363636364,0.9984841516,0.2719902992248535,2.5361621379852295
0.34782608695652173,0.34782608695652173,0,-0.6521739130434783,0.9984241576,0.19409799575805664,2.578585624694824
0.3333333333333333,0.3333333333333333,0,-0.6666666666666666,0.9983761624,0.2859669327735901,2.582746744155884
0.32,0.32,0,-0.68,0.9983441656,0.16060730814933777,2.673150062561035
0.3076923076923077,0.3076923076923077,0,-0.6923076923076923,0.998280172,0.1717625856399536,2.579537868499756
0.2962962962962963,0.2962962962962963,0,-0.7037037037037037,0.9982521748000001,0.3430526852607727,2.684860944747925
0.2857142857142857,0.2857142857142857,0,-0.7142857142857143,0.9982121788,0.16452796757221222,2.6527652740478516
0.27586206896551724,0.27586206896551724,0,-0.7241379310344828,0.9981361864,0.15124636888504028,2.6190099716186523
0.26666666666666666,0.26666666666666666,0,-0.7333333333333333,0.9981001899999999,0.1200050339102745,2.4832160472869873
0.25806451612903225,0.25806451612903225,0,-0.7419354838709677,0.9980441956,0.18339312076568604,2.673435926437378
0.28125,0.28125,1,-0.71875,0.9979882012,0.2207222878932953,2.651033639907837
0.2727272727272727,0.2727272727272727,0,-0.7272727272727273,0.9979642035999999,0.18986952304840088,2.6468262672424316
0.2647058823529412,0.2647058823529412,0,-0.7352941176470589,0.997920208,0.21659240126609802,2.601640224456787
0.2571428571428571,0.2571428571428571,0,-0.7428571428571429,0.9978842116,0.18202102184295654,2.5438413619995117
0.25,0.25,0,-0.75,0.9977922208,0.22405138611793518,2.639153242111206
0.24324324324324326,0.24324324324324326,0,-0.7567567567567568,0.9977642235999999,0.12153013050556183,2.5641794204711914
0.2631578947368421,0.2631578947368421,1,-0.7368421052631579,0.997680232,0.4536852240562439,2.608398675918579
0.28205128205128205,0.28205128205128205,1,-0.717948717948718,0.9976082392000001,0.5373591184616089,2.703826904296875
0.275,0.275,0,-0.725,0.9975722428,0.14273390173912048,2.40020751953125
0.2682926829268293,0.2682926829268293,0,-0.7317073170731707,0.997460254,0.37635481357574463,2.625175714492798
0.2619047619047619,0.2619047619047619,0,-0.7380952380952381,0.9973922608,0.33166489005088806,2.598156690597534
0.2558139534883721,0.2558139534883721,0,-0.7441860465116279,0.9973522648,0.37683171033859253,2.5783305168151855
0.25,0.25,0,-0.75,0.9972522748,0.18849031627178192,2.5766172409057617
0.24444444444444444,0.24444444444444444,0,-0.7555555555555555,0.9972162784,0.12580186128616333,2.571861982345581
0.2391304347826087,0.2391304347826087,0,-0.7608695652173914,0.9970522948,0.1751723736524582,2.5819900035858154
0.23404255319148937,0.23404255319148937,0,-0.7659574468085106,0.9970282972000001,0.04455086588859558,2.5373716354370117
0.22916666666666666,0.22916666666666666,0,-0.7708333333333334,0.9969843016,0.1402745544910431,2.6272432804107666
0.22448979591836735,0.22448979591836735,0,-0.7755102040816326,0.9969443056,0.24144217371940613,2.57961106300354
0.22,0.22,0,-0.78,0.9968723128,0.12609265744686127,2.5339367389678955
