mean_score,mean_score_100,score,mean_reward_100,epsilon,max_loss,avg_q
0.0,0.0,0,-1.0,0.9752487531218751,0.013109225779771805,0.1458624005317688
0.0,0.0,0,-1.0,0.9703725093562657,0.023873712867498398,0.14109891653060913
0.0,0.0,0,-1.0,0.9655206468094844,0.022986911237239838,0.150490865111351
0.0,0.0,0,-1.0,0.960693043575437,0.023997317999601364,0.15308475494384766
0.0,0.0,0,-1.0,0.9511101304657719,0.03614407777786255,0.16216343641281128
0.0,0.0,0,-1.0,0.946354579813443,0.02577233873307705,0.16533072292804718
0.0,0.0,0,-1.0,0.9416228069143757,0.032491907477378845,0.1729576140642166
0.0,0.0,0,-1.0,0.9416228069143757,0.023781340569257736,0.1826823204755783
0.0,0.0,0,-1.0,0.9369146928798039,0.0141301229596138,0.19602100551128387
0.0,0.0,0,-1.0,0.9322301194154049,0.022348791360855103,0.21439744532108307
0.0,0.0,0,-1.0,0.9229311239742362,0.017257794737815857,0.26051148772239685
0.08333333333333333,0.08333333333333333,1,-0.9166666666666666,0.918316468354365,0.019841410219669342,0.29355648159980774
0.15384615384615385,0.15384615384615385,1,-0.8461538461538461,0.9137248860125932,0.032280050218105316,0.356642484664917
0.14285714285714285,0.14285714285714285,0,-0.8571428571428571,0.9091562615825302,0.022948507219552994,0.43102729320526123
0.13333333333333333,0.13333333333333333,0,-0.8666666666666667,0.8955869907338783,0.024938542395830154,0.5766409039497375
0.125,0.125,0,-0.875,0.8734200960253871,0.022337641566991806,0.9632769823074341
0.11764705882352941,0.11764705882352941,0,-0.8823529411764706,0.8690529955452602,0.03605375438928604,1.018149495124817
0.1111111111111111,0.1111111111111111,0,-0.8888888888888888,0.8603841919146962,0.04602513834834099,1.2233303785324097
0.10526315789473684,0.10526315789473684,0,-0.8947368421052632,0.8560822709551227,0.02490825764834881,1.2803670167922974
0.1,0.1,0,-0.9,0.851801859600347,0.04075932875275612,1.3297393321990967
0.09523809523809523,0.09523809523809523,0,-0.9047619047619048,0.8475428503023453,0.025557391345500946,1.377759337425232
0.09090909090909091,0.09090909090909091,0,-0.9090909090909091,0.8348931673187264,0.08841140568256378,1.5412280559539795
0.08695652173913043,0.08695652173913043,0,-0.9130434782608695,0.8307187014821328,0.07732287049293518,1.6713088750839233
0.125,0.125,1,-0.875,0.8265651079747222,0.06293395906686783,1.741553544998169
0.12,0.12,0,-0.88,0.8224322824348486,0.08424743264913559,1.7591702938079834
0.15384615384615385,0.15384615384615385,1,-0.8461538461538461,0.8142285204175609,0.07333632558584213,1.850032091140747
0.18518518518518517,0.18518518518518517,1,-0.8148148148148148,0.798065677681905,0.06328622996807098,2.0528600215911865
0.17857142857142858,0.17857142857142858,0,-0.8214285714285714,0.7940753492934954,0.07436268776655197,2.145303249359131
0.1724137931034483,0.1724137931034483,0,-0.8275862068965517,0.7901049725470279,0.07240238785743713,2.1637775897979736
0.16666666666666666,0.16666666666666666,0,-0.8333333333333334,0.7861544476842928,0.07283841073513031,2.3189761638641357
0.16129032258064516,0.16129032258064516,0,-0.8387096774193549,0.7822236754458713,0.061917852610349655,2.331263780593872
0.15625,0.15625,0,-0.84375,0.778312557068642,0.059858158230781555,2.464402198791504
0.15151515151515152,0.15151515151515152,0,-0.8484848484848485,0.7744209942832988,0.06540825963020325,2.511382818222046
0.14705882352941177,0.14705882352941177,0,-0.8529411764705882,0.7666961448653229,0.05662001296877861,2.6124556064605713
0.14285714285714285,0.14285714285714285,0,-0.8571428571428571,0.7628626641409962,0.022963538765907288,2.676652669906616
0.1388888888888889,0.1388888888888889,0,-0.8611111111111112,0.7590483508202912,0.09441684186458588,2.695584535598755
0.13513513513513514,0.13513513513513514,0,-0.8648648648648649,0.7514768435208588,0.032647307962179184,2.7928409576416016
0.13157894736842105,0.13157894736842105,0,-0.868421052631579,0.7477194593032545,0.048492878675460815,2.8771731853485107
0.1282051282051282,0.1282051282051282,0,-0.8717948717948718,0.7402609576967045,0.08973941206932068,3.0177724361419678
0.125,0.125,0,-0.875,0.736559652908221,0.04621739685535431,3.064505100250244
0.12195121951219512,0.12195121951219512,0,-0.8780487804878049,0.736559652908221,0.03674989193677902,3.109710693359375
0.11904761904761904,0.11904761904761904,0,-0.8809523809523809,0.7328768546436799,0.03804884850978851,3.186063051223755
0.11627906976744186,0.11627906976744186,0,-0.8837209302325582,0.7292124703704616,0.05590745061635971,3.1933112144470215
0.11363636363636363,0.11363636363636363,0,-0.8863636363636364,0.7219385759785162,0.07501721382141113,3.419703483581543
0.1111111111111111,0.1111111111111111,0,-0.8888888888888888,0.7147372386831305,0.08326840400695801,3.5081968307495117
0.10869565217391304,0.10869565217391304,0,-0.8913043478260869,0.7076077347272662,0.12564846873283386,3.7495007514953613
0.10638297872340426,0.10638297872340426,0,-0.8936170212765957,0.7040696960536299,0.06550322473049164,3.8537564277648926
0.10416666666666667,0.10416666666666667,0,-0.8958333333333334,0.697046600835495,0.10798631608486176,4.016623497009277
0.10204081632653061,0.10204081632653061,0,-0.8979591836734694,0.6935613678313175,0.016182919964194298,4.067366600036621
0.12,0.12,1,-0.88,0.6900935609921609,0.02681191824376583,4.1963791847229
0.11764705882352941,0.11764705882352941,0,-0.8823529411764706,0.6763948591909945,0.22834298014640808,4.533930778503418
0.11538461538461539,0.11538461538461539,0,-0.8846153846153846,0.6662995813682115,0.03541526198387146,4.820031642913818
0.11320754716981132,0.11320754716981132,0,-0.8867924528301887,0.6629680834613705,0.030355913564562798,4.908376216888428
0.1111111111111111,0.1111111111111111,0,-0.8888888888888888,0.6596532430440636,0.011527111753821373,4.908536434173584
0.10909090909090909,0.10909090909090909,0,-0.8909090909090909,0.653073201944699,0.12569919228553772,5.015795707702637
0.10714285714285714,0.10714285714285714,0,-0.8928571428571429,0.6433260027715241,0.08504052460193634,5.177463531494141
0.12280701754385964,0.12280701754385964,1,-0.8771929824561403,0.6337242817644086,0.06464152783155441,5.313674449920654
0.1206896551724138,0.1206896551724138,0,-0.8793103448275862,0.6274028820538087,0.08380397409200668,5.512940883636475
0.11864406779661017,0.11864406779661017,0,-0.8813559322033898,0.6242658676435396,0.02735282853245735,5.539577484130859
0.11666666666666667,0.11666666666666667,0,-0.8833333333333333,0.6211445383053219,0.08185990154743195,5.514883041381836
0.11475409836065574,0.11475409836065574,0,-0.8852459016393442,0.6180388156137953,0.07008178532123566,5.534303188323975
0.12903225806451613,0.12903225806451613,1,-0.8709677419354839,0.6088145090359074,0.07769469916820526,5.787347316741943
0.14285714285714285,0.14285714285714285,1,-0.8571428571428571,0.6057704364907278,0.05473361909389496,5.867060661315918
0.15625,0.15625,1,-0.84375,0.5997278763867329,0.04958697780966759,5.920368671417236
0.15384615384615385,0.15384615384615385,0,-0.8461538461538461,0.5848838636585911,0.046270690858364105,6.315554618835449
0.15151515151515152,0.15151515151515152,0,-0.8484848484848485,0.5761543988830038,0.05821014940738678,6.481252670288086
0.14925373134328357,0.14925373134328357,0,-0.8507462686567164,0.5732736268885887,0.018706634640693665,6.535919666290283
0.16176470588235295,0.16176470588235295,1,-0.8382352941176471,0.5704072587541458,0.04008185490965843,6.480140209197998
0.17391304347826086,0.17391304347826086,1,-0.8260869565217391,0.5647174463480732,0.05925288051366806,6.566949367523193
0.17142857142857143,0.17142857142857143,0,-0.8285714285714286,0.5562889678716474,0.04929393529891968,6.698347568511963
0.16901408450704225,0.16901408450704225,0,-0.8309859154929577,0.547986285490042,0.04560775309801102,6.771230697631836
0.18055555555555555,0.18055555555555555,1,-0.8194444444444444,0.5425201222922789,0.023730020970106125,6.825141906738281
0.1780821917808219,0.1780821917808219,0,-0.821917808219178,0.5290920728090721,0.043172549456357956,7.040012836456299
0.1891891891891892,0.1891891891891892,1,-0.8108108108108109,0.5159963842937159,0.044596970081329346,7.257667064666748
0.18666666666666668,0.18666666666666668,0,-0.8133333333333334,0.5082950737585841,0.019359588623046875,7.310197830200195
0.18421052631578946,0.18421052631578946,0,-0.8157894736842105,0.5057535983897912,0.03524777293205261,7.311673641204834
0.18181818181818182,0.18181818181818182,0,-0.8181818181818182,0.49571413690105054,0.036048538982868195,7.539568901062012
0.1794871794871795,0.1794871794871795,0,-0.8205128205128205,0.4932355662165453,0.0258529894053936,7.4381866455078125
0.17721518987341772,0.17721518987341772,0,-0.8227848101265823,0.4883155414435353,0.03276553004980087,7.440924167633057
0.1875,0.1875,1,-0.8125,0.4810273709480478,0.03274344280362129,7.536053657531738
0.18518518518518517,0.18518518518518517,0,-0.8148148148148148,0.47622912292284103,0.03492976352572441,7.576219081878662
0.18292682926829268,0.18292682926829268,0,-0.8170731707317073,0.47147873742168567,0.021903108805418015,7.62227201461792
0.18072289156626506,0.18072289156626506,0,-0.8192771084337349,0.46677573701590436,0.07028204202651978,7.725982666015625
0.17857142857142858,0.17857142857142858,0,-0.8214285714285714,0.46444185833082485,0.026765108108520508,7.725540637969971
0.18823529411764706,0.18823529411764706,1,-0.8117647058823529,0.46444185833082485,0.014450385235249996,7.723909378051758
0.18604651162790697,0.18604651162790697,0,-0.813953488372093,0.4598090507939749,0.019074756652116776,7.738887310028076
0.19540229885057472,0.19540229885057472,1,-0.8045977011494253,0.457510005540005,0.01672806218266487,7.766460418701172
0.19318181818181818,0.19318181818181818,0,-0.8068181818181818,0.45522245551230495,0.016825014725327492,7.728021621704102
0.19101123595505617,0.19101123595505617,0,-0.8089887640449438,0.446186062443672,0.05523235350847244,7.812519073486328
0.18888888888888888,0.18888888888888888,0,-0.8111111111111111,0.4417353564707963,0.031346581876277924,7.818662643432617
